feature_name,mean_abs_shap,mean_signed_shap,importance_share,rank
categorical__order_state_normalized_al_bahr_al_ahmar,0.0,0.0,0.0,408
categorical__order_state_normalized_al_buhayrah,0.0,0.0,0.0,409
categorical__order_state_normalized_al_hudayda,0.0,0.0,0.0,410
categorical__order_state_normalized_al_jawf,0.0,0.0,0.0,411
categorical__order_state_normalized_al_marqab,0.0,0.0,0.0,412
categorical__order_state_normalized_alabama,0.0,0.0,0.0,413
categorical__order_state_normalized_alagoas,0.0,0.0,0.0,414
categorical__order_state_normalized_alberta,0.0,0.0,0.0,415
categorical__order_state_normalized_alger,0.0,0.0,0.0,416
categorical__order_state_normalized_alibori,0.0,0.0,0.0,417
categorical__order_state_normalized_almaty,0.0,0.0,0.0,418
categorical__order_state_normalized_alta_austria,0.0,0.0,0.0,419
categorical__order_state_normalized_amap,0.0,0.0,0.0,420
categorical__order_state_normalized_amasya,0.0,0.0,0.0,421
categorical__order_state_normalized_amazonas,0.0,0.0,0.0,422
categorical__order_state_normalized_amn,0.0,0.0,0.0,423
categorical__order_state_normalized_amur,0.0,0.0,0.0,424
categorical__order_state_normalized_anakkale,0.0,0.0,0.0,425
categorical__order_state_normalized_analamanga,0.0,0.0,0.0,426
categorical__order_state_normalized_anambra,0.0,0.0,0.0,427
categorical__order_state_normalized_andaluca,0.0,0.0,0.0,428
categorical__order_state_normalized_andhra_pradesh,0.0,0.0,0.0,429
categorical__order_state_normalized_andijn,0.0,0.0,0.0,430
categorical__order_state_normalized_anhui,0.0,0.0,0.0,431
categorical__order_state_normalized_ankara,0.0,0.0,0.0,432
categorical__order_state_normalized_annaba,0.0,0.0,0.0,433
categorical__order_state_normalized_antalya,0.0,0.0,0.0,434
categorical__order_state_normalized_antioqua,0.0,0.0,0.0,435
categorical__order_state_normalized_antofagasta,0.0,0.0,0.0,436
categorical__order_state_normalized_anzotegui,0.0,0.0,0.0,437
categorical__order_state_normalized_aomori,0.0,0.0,0.0,438
categorical__order_state_normalized_apulia,0.0,0.0,0.0,439
categorical__order_state_normalized_aquitanialemosnpoitoucharentes,0.0,0.0,0.0,440
categorical__order_state_normalized_arad,0.0,0.0,0.0,441
categorical__order_state_normalized_aragua,0.0,0.0,0.0,442
categorical__order_state_normalized_arauca,0.0,0.0,0.0,443
categorical__order_state_normalized_arbil,0.0,0.0,0.0,444
categorical__order_state_normalized_ardebil,0.0,0.0,0.0,445
categorical__order_state_normalized_arequipa,0.0,0.0,0.0,446
categorical__order_state_normalized_arges,0.0,0.0,0.0,447
categorical__order_state_normalized_arica_y_parinacota,0.0,0.0,0.0,448
categorical__order_state_normalized_arizona,0.0,0.0,0.0,449
categorical__order_state_normalized_arjnguelsk,0.0,0.0,0.0,450
categorical__order_state_normalized_arkansas,0.0,0.0,0.0,451
categorical__order_state_normalized_artemisa,0.0,0.0,0.0,452
categorical__order_state_normalized_artibonito,0.0,0.0,0.0,453
categorical__order_state_normalized_arusha,0.0,0.0,0.0,454
categorical__order_state_normalized_ash_sharqiyah,0.0,0.0,0.0,455
categorical__order_state_normalized_ashanti,0.0,0.0,0.0,456
categorical__order_state_normalized_asir,0.0,0.0,0.0,457
categorical__order_state_normalized_asjabad,0.0,0.0,0.0,458
categorical__order_state_normalized_assam,0.0,0.0,0.0,459
categorical__order_state_normalized_astan,0.0,0.0,0.0,460
categorical__order_state_normalized_astracn,0.0,0.0,0.0,461
categorical__order_state_normalized_asturias,0.0,0.0,0.0,462
categorical__order_state_normalized_asuncin,0.0,0.0,0.0,463
categorical__order_state_normalized_aswan,0.0,0.0,0.0,464
categorical__order_state_normalized_atacama,0.0,0.0,0.0,465
categorical__order_state_normalized_atakora,0.0,0.0,0.0,466
categorical__order_state_normalized_atlntico,0.0,0.0,0.0,467
categorical__order_state_normalized_atsimoandrefana,0.0,0.0,0.0,468
categorical__order_state_normalized_atsinanana,0.0,0.0,0.0,469
categorical__order_state_normalized_attica,0.0,0.0,0.0,470
categorical__order_state_normalized_auckland,0.0,0.0,0.0,471
categorical__order_state_normalized_australia_del_sur,0.0,0.0,0.0,472
categorical__order_state_normalized_australia_occidental,0.0,0.0,0.0,473
categorical__order_state_normalized_auvernia,0.0,0.0,0.0,474
categorical__order_state_normalized_aveiro,0.0,0.0,0.0,475
categorical__order_state_normalized_ayacucho,0.0,0.0,0.0,476
categorical__order_state_normalized_aydin,0.0,0.0,0.0,477
categorical__order_state_normalized_azuay,0.0,0.0,0.0,478
categorical__order_state_normalized_babilonia,0.0,0.0,0.0,479
categorical__order_state_normalized_bacau,0.0,0.0,0.0,480
categorical__order_state_normalized_baha,0.0,0.0,0.0,481
categorical__order_state_normalized_baja_california,0.0,0.0,0.0,482
categorical__order_state_normalized_baja_california_sur,0.0,0.0,0.0,483
categorical__order_state_normalized_baja_sajonia,0.0,0.0,0.0,484
categorical__order_state_normalized_bajo_congo,0.0,0.0,0.0,485
categorical__order_state_normalized_baki,0.0,0.0,0.0,486
categorical__order_state_normalized_bali,0.0,0.0,0.0,487
categorical__order_state_normalized_balikesir,0.0,0.0,0.0,488
categorical__order_state_normalized_balti,0.0,0.0,0.0,489
categorical__order_state_normalized_baluchistn,0.0,0.0,0.0,490
categorical__order_state_normalized_bamako,0.0,0.0,0.0,491
categorical__order_state_normalized_bandundu,0.0,0.0,0.0,492
categorical__order_state_normalized_bangkok,0.0,0.0,0.0,493
categorical__order_state_normalized_bangui,0.0,0.0,0.0,494
categorical__order_state_normalized_barahona,0.0,0.0,0.0,495
categorical__order_state_normalized_bashkortostn,0.0,0.0,0.0,496
categorical__order_state_normalized_basilicata,0.0,0.0,0.0,497
categorical__order_state_normalized_basora,0.0,0.0,0.0,498
categorical__order_state_normalized_batman,0.0,0.0,0.0,499
categorical__order_state_normalized_batna,0.0,0.0,0.0,500
categorical__order_state_normalized_bauchi,0.0,0.0,0.0,501
categorical__order_state_normalized_bavaria,0.0,0.0,0.0,502
categorical__order_state_normalized_bay_of_plenty,0.0,0.0,0.0,503
categorical__order_state_normalized_bchar,0.0,0.0,0.0,504
categorical__order_state_normalized_beirut,0.0,0.0,0.0,505
categorical__order_state_normalized_benadir,0.0,0.0,0.0,506
categorical__order_state_normalized_bengala_occidental,0.0,0.0,0.0,507
categorical__order_state_normalized_bengasi,0.0,0.0,0.0,508
categorical__order_state_normalized_bengkulu,0.0,0.0,0.0,509
categorical__order_state_normalized_benguela,0.0,0.0,0.0,510
categorical__order_state_normalized_benue,0.0,0.0,0.0,511
categorical__order_state_normalized_berln,0.0,0.0,0.0,512
categorical__order_state_normalized_berna,0.0,0.0,0.0,513
categorical__order_state_normalized_bihar,0.0,0.0,0.0,514
categorical__order_state_normalized_bihor,0.0,0.0,0.0,515
categorical__order_state_normalized_bishkek,0.0,0.0,0.0,516
categorical__order_state_normalized_bistritanasaud,0.0,0.0,0.0,517
categorical__order_state_normalized_bisu,0.0,0.0,0.0,518
categorical__order_state_normalized_blgorod,0.0,0.0,0.0,519
categorical__order_state_normalized_bobo,0.0,0.0,0.0,520
categorical__order_state_normalized_boeny,0.0,0.0,0.0,521
categorical__order_state_normalized_bolu,0.0,0.0,0.0,522
categorical__order_state_normalized_bolvar,0.0,0.0,0.0,523
categorical__order_state_normalized_borneo_meridional,0.0,0.0,0.0,524
categorical__order_state_normalized_borneo_occidental,0.0,0.0,0.0,525
categorical__order_state_normalized_borno,0.0,0.0,0.0,526
categorical__order_state_normalized_botosani,0.0,0.0,0.0,527
categorical__order_state_normalized_boyac,0.0,0.0,0.0,528
categorical__order_state_normalized_brabante_flamenco,0.0,0.0,0.0,529
categorical__order_state_normalized_brabante_septentrional,0.0,0.0,0.0,530
categorical__order_state_normalized_braga,0.0,0.0,0.0,531
categorical__order_state_normalized_braila,0.0,0.0,0.0,532
categorical__order_state_normalized_braov,0.0,0.0,0.0,533
categorical__order_state_normalized_bremen,0.0,0.0,0.0,534
categorical__order_state_normalized_brest,0.0,0.0,0.0,535
categorical__order_state_normalized_bretaa,0.0,0.0,0.0,536
categorical__order_state_normalized_briansk,0.0,0.0,0.0,537
categorical__order_state_normalized_bruselas,0.0,0.0,0.0,538
categorical__order_state_normalized_budapest,0.0,0.0,0.0,539
categorical__order_state_normalized_buenos_aires,0.0,0.0,0.0,540
categorical__order_state_normalized_buenos_aires_provincia,0.0,0.0,0.0,541
categorical__order_state_normalized_buga,0.0,0.0,0.0,542
categorical__order_state_normalized_bulawayo,0.0,0.0,0.0,543
categorical__order_state_normalized_bursa,0.0,0.0,0.0,544
categorical__order_state_normalized_busan,0.0,0.0,0.0,545
categorical__order_state_normalized_bushehr,0.0,0.0,0.0,546
categorical__order_state_normalized_buskerud,0.0,0.0,0.0,547
categorical__order_state_normalized_buzau,0.0,0.0,0.0,548
categorical__order_state_normalized_cabo_occidental,0.0,0.0,0.0,549
categorical__order_state_normalized_cadisia,0.0,0.0,0.0,550
categorical__order_state_normalized_cajamarca,0.0,0.0,0.0,551
categorical__order_state_normalized_calabria,0.0,0.0,0.0,552
categorical__order_state_normalized_caldas,0.0,0.0,0.0,553
categorical__order_state_normalized_california,0.0,0.0,0.0,554
categorical__order_state_normalized_callao,0.0,0.0,0.0,555
categorical__order_state_normalized_camagey,0.0,0.0,0.0,556
categorical__order_state_normalized_campeche,0.0,0.0,0.0,557
categorical__order_state_normalized_canelones,0.0,0.0,0.0,558
categorical__order_state_normalized_cantabria,0.0,0.0,0.0,559
categorical__order_state_normalized_canterbury,0.0,0.0,0.0,560
categorical__order_state_normalized_capital_nacional,0.0,0.0,0.0,561
categorical__order_state_normalized_caquet,0.0,0.0,0.0,562
categorical__order_state_normalized_carasseverin,0.0,0.0,0.0,563
categorical__order_state_normalized_carintia,0.0,0.0,0.0,564
categorical__order_state_normalized_carolina_del_norte,0.0,0.0,0.0,565
categorical__order_state_normalized_carolina_del_sur,0.0,0.0,0.0,566
categorical__order_state_normalized_casanare,0.0,0.0,0.0,567
categorical__order_state_normalized_castillala_mancha,0.0,0.0,0.0,568
categorical__order_state_normalized_catalua,0.0,0.0,0.0,569
categorical__order_state_normalized_catamarca,0.0,0.0,0.0,570
categorical__order_state_normalized_cear,0.0,0.0,0.0,571
categorical__order_state_normalized_central,0.0,0.0,0.0,572
categorical__order_state_normalized_centro,0.0,0.0,0.0,573
categorical__order_state_normalized_centrovalle_de_loira,0.0,0.0,0.0,574
categorical__order_state_normalized_cerdea,0.0,0.0,0.0,575
categorical__order_state_normalized_cesar,0.0,0.0,0.0,576
categorical__order_state_normalized_ceuta,0.0,0.0,0.0,577
categorical__order_state_normalized_chaco,0.0,0.0,0.0,578
categorical__order_state_normalized_chaguanas,0.0,0.0,0.0,579
categorical__order_state_normalized_chandigarh,0.0,0.0,0.0,580
categorical__order_state_normalized_chauauardiga,0.0,0.0,0.0,581
categorical__order_state_normalized_chelibinsk,0.0,0.0,0.0,582
categorical__order_state_normalized_cherkasy,0.0,0.0,0.0,583
categorical__order_state_normalized_chernihiv,0.0,0.0,0.0,584
categorical__order_state_normalized_chhattisgarh,0.0,0.0,0.0,585
categorical__order_state_normalized_chiapas,0.0,0.0,0.0,586
categorical__order_state_normalized_chiba,0.0,0.0,0.0,587
categorical__order_state_normalized_chihuahua,0.0,0.0,0.0,588
categorical__order_state_normalized_chimaltenango,0.0,0.0,0.0,589
categorical__order_state_normalized_chinandega,0.0,0.0,0.0,590
categorical__order_state_normalized_chisinu,0.0,0.0,0.0,591
categorical__order_state_normalized_chittagong,0.0,0.0,0.0,592
categorical__order_state_normalized_choc,0.0,0.0,0.0,593
categorical__order_state_normalized_choluteca,0.0,0.0,0.0,594
categorical__order_state_normalized_chubut,0.0,0.0,0.0,595
categorical__order_state_normalized_chukha,0.0,0.0,0.0,596
categorical__order_state_normalized_chungcheong_del_sur,0.0,0.0,0.0,597
categorical__order_state_normalized_chuquisaca,0.0,0.0,0.0,598
categorical__order_state_normalized_ciego_de_vila,0.0,0.0,0.0,599
categorical__order_state_normalized_cienfuegos,0.0,0.0,0.0,600
categorical__order_state_normalized_ciudad_de_almat,0.0,0.0,0.0,601
categorical__order_state_normalized_ciudad_ho_chi_minh,0.0,0.0,0.0,602
categorical__order_state_normalized_clebes_central,0.0,0.0,0.0,603
categorical__order_state_normalized_clebes_septentrional,0.0,0.0,0.0,604
categorical__order_state_normalized_clebes_suroriental,0.0,0.0,0.0,605
categorical__order_state_normalized_cluj,0.0,0.0,0.0,606
categorical__order_state_normalized_coahuila,0.0,0.0,0.0,607
categorical__order_state_normalized_cochabamba,0.0,0.0,0.0,608
categorical__order_state_normalized_coimbra,0.0,0.0,0.0,609
categorical__order_state_normalized_cojedes,0.0,0.0,0.0,610
categorical__order_state_normalized_colima,0.0,0.0,0.0,611
categorical__order_state_normalized_colorado,0.0,0.0,0.0,612
categorical__order_state_normalized_columbia_britnica,0.0,0.0,0.0,613
categorical__order_state_normalized_connecticut,0.0,0.0,0.0,614
categorical__order_state_normalized_constantina,0.0,0.0,0.0,615
categorical__order_state_normalized_constanza,0.0,0.0,0.0,616
categorical__order_state_normalized_copperbelt,0.0,0.0,0.0,617
categorical__order_state_normalized_cordillera,0.0,0.0,0.0,618
categorical__order_state_normalized_cork,0.0,0.0,0.0,619
categorical__order_state_normalized_corrientes,0.0,0.0,0.0,620
categorical__order_state_normalized_corse,0.0,0.0,0.0,621
categorical__order_state_normalized_corts,0.0,0.0,0.0,622
categorical__order_state_normalized_corum,0.0,0.0,0.0,623
categorical__order_state_normalized_costa,0.0,0.0,0.0,624
categorical__order_state_normalized_crdoba,0.0,0.0,0.0,625
categorical__order_state_normalized_cross_river,0.0,0.0,0.0,626
categorical__order_state_normalized_cundinamarca,0.0,0.0,0.0,627
categorical__order_state_normalized_d_nang,0.0,0.0,0.0,628
categorical__order_state_normalized_daca,0.0,0.0,0.0,629
categorical__order_state_normalized_daegu,0.0,0.0,0.0,630
categorical__order_state_normalized_daejeon,0.0,0.0,0.0,631
categorical__order_state_normalized_daguestn,0.0,0.0,0.0,632
categorical__order_state_normalized_dakar,0.0,0.0,0.0,633
categorical__order_state_normalized_dakota_del_norte,0.0,0.0,0.0,634
categorical__order_state_normalized_dakota_del_sur,0.0,0.0,0.0,635
categorical__order_state_normalized_dayr_az_zawr,0.0,0.0,0.0,636
categorical__order_state_normalized_delaware,0.0,0.0,0.0,637
categorical__order_state_normalized_delta,0.0,0.0,0.0,638
categorical__order_state_normalized_demeraraberbice_superior,0.0,0.0,0.0,639
categorical__order_state_normalized_denizli,0.0,0.0,0.0,640
categorical__order_state_normalized_departamento_atlntico,0.0,0.0,0.0,641
categorical__order_state_normalized_di_car,0.0,0.0,0.0,642
categorical__order_state_normalized_diana,0.0,0.0,0.0,643
categorical__order_state_normalized_diffa,0.0,0.0,0.0,644
categorical__order_state_normalized_dinamarca_meridional,0.0,0.0,0.0,645
categorical__order_state_normalized_distrito_de_cayo,0.0,0.0,0.0,646
categorical__order_state_normalized_distrito_de_columbia,0.0,0.0,0.0,647
categorical__order_state_normalized_distrito_federal,0.0,0.0,0.0,648
categorical__order_state_normalized_diyarbakir,0.0,0.0,0.0,649
categorical__order_state_normalized_djelfa,0.0,0.0,0.0,650
categorical__order_state_normalized_doha,0.0,0.0,0.0,651
categorical__order_state_normalized_dolj,0.0,0.0,0.0,652
categorical__order_state_normalized_donetsk,0.0,0.0,0.0,653
categorical__order_state_normalized_donga,0.0,0.0,0.0,654
categorical__order_state_normalized_drenthe,0.0,0.0,0.0,655
categorical__order_state_normalized_dubln,0.0,0.0,0.0,656
categorical__order_state_normalized_dubln_del_sur,0.0,0.0,0.0,657
categorical__order_state_normalized_dukalaabda,0.0,0.0,0.0,658
categorical__order_state_normalized_durrs,0.0,0.0,0.0,659
categorical__order_state_normalized_dzce,0.0,0.0,0.0,660
categorical__order_state_normalized_ecuatoria_central,0.0,0.0,0.0,661
categorical__order_state_normalized_edo,0.0,0.0,0.0,662
categorical__order_state_normalized_el_aain,0.0,0.0,0.0,663
categorical__order_state_normalized_el_beni,0.0,0.0,0.0,664
categorical__order_state_normalized_el_cairo,0.0,0.0,0.0,665
categorical__order_state_normalized_elazig,0.0,0.0,0.0,666
categorical__order_state_normalized_elbasan,0.0,0.0,0.0,667
categorical__order_state_normalized_emiliaromaa,0.0,0.0,0.0,668
categorical__order_state_normalized_entre_ros,0.0,0.0,0.0,669
categorical__order_state_normalized_enugu,0.0,0.0,0.0,670
categorical__order_state_normalized_erzurum,0.0,0.0,0.0,671
categorical__order_state_normalized_escania,0.0,0.0,0.0,672
categorical__order_state_normalized_escocia,0.0,0.0,0.0,673
categorical__order_state_normalized_escuintla,0.0,0.0,0.0,674
categorical__order_state_normalized_eskisehir,0.0,0.0,0.0,675
categorical__order_state_normalized_espaillat,0.0,0.0,0.0,676
categorical__order_state_normalized_espritu_santo,0.0,0.0,0.0,677
categorical__order_state_normalized_est,0.0,0.0,0.0,678
categorical__order_state_normalized_estado_libre,0.0,0.0,0.0,679
categorical__order_state_normalized_estambul,0.0,0.0,0.0,680
categorical__order_state_normalized_estel,0.0,0.0,0.0,681
categorical__order_state_normalized_estocolmo,0.0,0.0,0.0,682
categorical__order_state_normalized_estuaire,0.0,0.0,0.0,683
categorical__order_state_normalized_fars,0.0,0.0,0.0,684
categorical__order_state_normalized_fayn,0.0,0.0,0.0,685
categorical__order_state_normalized_federacin_de_bosnia_y_herzegovina,0.0,0.0,0.0,686
categorical__order_state_normalized_fezbulmn,0.0,0.0,0.0,687
categorical__order_state_normalized_flanders_occidental,0.0,0.0,0.0,688
categorical__order_state_normalized_florida,0.0,0.0,0.0,689
categorical__order_state_normalized_francisco_morazn,0.0,0.0,0.0,690
categorical__order_state_normalized_franzsischguayana,0.0,0.0,0.0,691
categorical__order_state_normalized_frisia,0.0,0.0,0.0,692
categorical__order_state_normalized_friulivenecia_julia,0.0,0.0,0.0,693
categorical__order_state_normalized_fujian,0.0,0.0,0.0,694
categorical__order_state_normalized_fukui,0.0,0.0,0.0,695
categorical__order_state_normalized_fukuoka,0.0,0.0,0.0,696
categorical__order_state_normalized_galati,0.0,0.0,0.0,697
categorical__order_state_normalized_gales,0.0,0.0,0.0,698
categorical__order_state_normalized_galicia,0.0,0.0,0.0,699
categorical__order_state_normalized_galway,0.0,0.0,0.0,700
categorical__order_state_normalized_gansu,0.0,0.0,0.0,701
categorical__order_state_normalized_garbchrardabeni_hsen,0.0,0.0,0.0,702
categorical__order_state_normalized_gauteng,0.0,0.0,0.0,703
categorical__order_state_normalized_gaziantep,0.0,0.0,0.0,704
categorical__order_state_normalized_geldres,0.0,0.0,0.0,705
categorical__order_state_normalized_georgia,0.0,0.0,0.0,706
categorical__order_state_normalized_gezira,0.0,0.0,0.0,707
categorical__order_state_normalized_gharbia,0.0,0.0,0.0,708
categorical__order_state_normalized_gisborne,0.0,0.0,0.0,709
categorical__order_state_normalized_giurgiu,0.0,0.0,0.0,710
categorical__order_state_normalized_gmel,0.0,0.0,0.0,711
categorical__order_state_normalized_gobolka_woqooyi_galbeed,0.0,0.0,0.0,712
categorical__order_state_normalized_gois,0.0,0.0,0.0,713
categorical__order_state_normalized_golestn,0.0,0.0,0.0,714
categorical__order_state_normalized_gorj,0.0,0.0,0.0,715
categorical__order_state_normalized_grad_zagreb,0.0,0.0,0.0,716
categorical__order_state_normalized_gran_accra,0.0,0.0,0.0,717
categorical__order_state_normalized_gran_casablanca,0.0,0.0,0.0,718
categorical__order_state_normalized_gran_polonia,0.0,0.0,0.0,719
categorical__order_state_normalized_gran_valle_del_rift,0.0,0.0,0.0,720
categorical__order_state_normalized_granada,0.0,0.0,0.0,721
categorical__order_state_normalized_granma,0.0,0.0,0.0,722
categorical__order_state_normalized_grodno,0.0,0.0,0.0,723
categorical__order_state_normalized_groningen,0.0,0.0,0.0,724
categorical__order_state_normalized_guadalupe,0.0,0.0,0.0,725
categorical__order_state_normalized_guanacaste,0.0,0.0,0.0,726
categorical__order_state_normalized_guanajuato,0.0,0.0,0.0,727
categorical__order_state_normalized_guangdong,0.0,0.0,0.0,728
categorical__order_state_normalized_guangxi,0.0,0.0,0.0,729
categorical__order_state_normalized_guantnamo,0.0,0.0,0.0,730
categorical__order_state_normalized_guatemala,0.0,0.0,0.0,731
categorical__order_state_normalized_guayas,0.0,0.0,0.0,732
categorical__order_state_normalized_guelma,0.0,0.0,0.0,733
categorical__order_state_normalized_guerrero,0.0,0.0,0.0,734
categorical__order_state_normalized_guiln,0.0,0.0,0.0,735
categorical__order_state_normalized_guizhou,0.0,0.0,0.0,736
categorical__order_state_normalized_gulu,0.0,0.0,0.0,737
categorical__order_state_normalized_gunma,0.0,0.0,0.0,738
categorical__order_state_normalized_gurico,0.0,0.0,0.0,739
categorical__order_state_normalized_gyeonggi,0.0,0.0,0.0,740
categorical__order_state_normalized_gyeongsangnam,0.0,0.0,0.0,741
categorical__order_state_normalized_gyr,0.0,0.0,0.0,742
categorical__order_state_normalized_haifa,0.0,0.0,0.0,743
categorical__order_state_normalized_hainan,0.0,0.0,0.0,744
categorical__order_state_normalized_hajdbihar,0.0,0.0,0.0,745
categorical__order_state_normalized_halland,0.0,0.0,0.0,746
categorical__order_state_normalized_hamadn,0.0,0.0,0.0,747
categorical__order_state_normalized_hamburgo,0.0,0.0,0.0,748
categorical__order_state_normalized_harare,0.0,0.0,0.0,749
categorical__order_state_normalized_harjumaa,0.0,0.0,0.0,750
categorical__order_state_normalized_hatay,0.0,0.0,0.0,751
categorical__order_state_normalized_hawkes_bay,0.0,0.0,0.0,752
categorical__order_state_normalized_hebei,0.0,0.0,0.0,753
categorical__order_state_normalized_hedmark,0.0,0.0,0.0,754
categorical__order_state_normalized_heilongjiang,0.0,0.0,0.0,755
categorical__order_state_normalized_henan,0.0,0.0,0.0,756
categorical__order_state_normalized_henao,0.0,0.0,0.0,757
categorical__order_state_normalized_herat,0.0,0.0,0.0,758
categorical__order_state_normalized_hesse,0.0,0.0,0.0,759
categorical__order_state_normalized_hidalgo,0.0,0.0,0.0,760
categorical__order_state_normalized_hims,0.0,0.0,0.0,761
categorical__order_state_normalized_hiroshima,0.0,0.0,0.0,762
categorical__order_state_normalized_hokkaido,0.0,0.0,0.0,763
categorical__order_state_normalized_holanda_meridional,0.0,0.0,0.0,764
categorical__order_state_normalized_holanda_septentrional,0.0,0.0,0.0,765
categorical__order_state_normalized_holgun,0.0,0.0,0.0,766
categorical__order_state_normalized_hong_kong,0.0,0.0,0.0,767
categorical__order_state_normalized_hordaland,0.0,0.0,0.0,768
categorical__order_state_normalized_hormozgn,0.0,0.0,0.0,769
categorical__order_state_normalized_hradec_krlov,0.0,0.0,0.0,770
categorical__order_state_normalized_huambo,0.0,0.0,0.0,771
categorical__order_state_normalized_hubei,0.0,0.0,0.0,772
categorical__order_state_normalized_huila,0.0,0.0,0.0,773
categorical__order_state_normalized_hyogo,0.0,0.0,0.0,774
categorical__order_state_normalized_iasi,0.0,0.0,0.0,775
categorical__order_state_normalized_iauliai,0.0,0.0,0.0,776
categorical__order_state_normalized_ibaraki,0.0,0.0,0.0,777
categorical__order_state_normalized_ica,0.0,0.0,0.0,778
categorical__order_state_normalized_idaho,0.0,0.0,0.0,779
categorical__order_state_normalized_igdir,0.0,0.0,0.0,780
categorical__order_state_normalized_ilam,0.0,0.0,0.0,781
categorical__order_state_normalized_ilina,0.0,0.0,0.0,782
categorical__order_state_normalized_illinois,0.0,0.0,0.0,783
categorical__order_state_normalized_imericia,0.0,0.0,0.0,784
categorical__order_state_normalized_indiana,0.0,0.0,0.0,785
categorical__order_state_normalized_inglaterra,0.0,0.0,0.0,786
categorical__order_state_normalized_iowa,0.0,0.0,0.0,787
categorical__order_state_normalized_isfahn,0.0,0.0,0.0,788
categorical__order_state_normalized_ishikawa,0.0,0.0,0.0,789
categorical__order_state_normalized_isla_de_francia,0.0,0.0,0.0,790
categorical__order_state_normalized_isla_de_la_juventud,0.0,0.0,0.0,791
categorical__order_state_normalized_islas_baleares,0.0,0.0,0.0,792
categorical__order_state_normalized_izmir,0.0,0.0,0.0,793
categorical__order_state_normalized_jaiber_pajtunju,0.0,0.0,0.0,794
categorical__order_state_normalized_jalisco,0.0,0.0,0.0,795
categorical__order_state_normalized_jambi,0.0,0.0,0.0,796
categorical__order_state_normalized_jammu_y_cachemira,0.0,0.0,0.0,797
categorical__order_state_normalized_jartum,0.0,0.0,0.0,798
categorical__order_state_normalized_java_central,0.0,0.0,0.0,799
categorical__order_state_normalized_java_occidental,0.0,0.0,0.0,800
categorical__order_state_normalized_jeju,0.0,0.0,0.0,801
categorical__order_state_normalized_jersn,0.0,0.0,0.0,802
categorical__order_state_normalized_jerusaln,0.0,0.0,0.0,803
categorical__order_state_normalized_jharkhand,0.0,0.0,0.0,804
categorical__order_state_normalized_jiangxi,0.0,0.0,0.0,805
categorical__order_state_normalized_jinja,0.0,0.0,0.0,806
categorical__order_state_normalized_jizn,0.0,0.0,0.0,807
categorical__order_state_normalized_jorasn_del_sur,0.0,0.0,0.0,808
categorical__order_state_normalized_jorasn_razav,0.0,0.0,0.0,809
categorical__order_state_normalized_jubbada_hoose,0.0,0.0,0.0,810
categorical__order_state_normalized_jujuy,0.0,0.0,0.0,811
categorical__order_state_normalized_junn,0.0,0.0,0.0,812
categorical__order_state_normalized_jutlandia_central,0.0,0.0,0.0,813
categorical__order_state_normalized_juzestn,0.0,0.0,0.0,814
categorical__order_state_normalized_kabardiabalkaria,0.0,0.0,0.0,815
categorical__order_state_normalized_kabarole,0.0,0.0,0.0,816
categorical__order_state_normalized_kabul,0.0,0.0,0.0,817
categorical__order_state_normalized_kagawa,0.0,0.0,0.0,818
categorical__order_state_normalized_kahramanmara,0.0,0.0,0.0,819
categorical__order_state_normalized_kalimantan_oriental,0.0,0.0,0.0,820
categorical__order_state_normalized_kaliningrado,0.0,0.0,0.0,821
categorical__order_state_normalized_kaluga,0.0,0.0,0.0,822
categorical__order_state_normalized_kampala,0.0,0.0,0.0,823
categorical__order_state_normalized_kanagawa,0.0,0.0,0.0,824
categorical__order_state_normalized_kandahar,0.0,0.0,0.0,825
categorical__order_state_normalized_kankan,0.0,0.0,0.0,826
categorical__order_state_normalized_kano,0.0,0.0,0.0,827
categorical__order_state_normalized_kansas,0.0,0.0,0.0,828
categorical__order_state_normalized_kara,0.0,0.0,0.0,829
categorical__order_state_normalized_karagand,0.0,0.0,0.0,830
categorical__order_state_normalized_karbala,0.0,0.0,0.0,831
categorical__order_state_normalized_karnataka,0.0,0.0,0.0,832
categorical__order_state_normalized_kasai_occidental,0.0,0.0,0.0,833
categorical__order_state_normalized_kasai_oriental,0.0,0.0,0.0,834
categorical__order_state_normalized_kasala,0.0,0.0,0.0,835
categorical__order_state_normalized_kashkadar,0.0,0.0,0.0,836
categorical__order_state_normalized_katanga,0.0,0.0,0.0,837
categorical__order_state_normalized_katsina,0.0,0.0,0.0,838
categorical__order_state_normalized_kaunas,0.0,0.0,0.0,839
categorical__order_state_normalized_kayes,0.0,0.0,0.0,840
categorical__order_state_normalized_kayseri,0.0,0.0,0.0,841
categorical__order_state_normalized_kerala,0.0,0.0,0.0,842
categorical__order_state_normalized_kerman,0.0,0.0,0.0,843
categorical__order_state_normalized_kermanshah,0.0,0.0,0.0,844
categorical__order_state_normalized_khatlon,0.0,0.0,0.0,845
categorical__order_state_normalized_khmelnytskyi,0.0,0.0,0.0,846
categorical__order_state_normalized_khnh_ha,0.0,0.0,0.0,847
categorical__order_state_normalized_khomas,0.0,0.0,0.0,848
categorical__order_state_normalized_kigali,0.0,0.0,0.0,849
categorical__order_state_normalized_kigoma,0.0,0.0,0.0,850
categorical__order_state_normalized_kilimanjaro,0.0,0.0,0.0,851
categorical__order_state_normalized_kin_giang,0.0,0.0,0.0,852
