model_name,feature_name,mean_abs_shap_value,mean_signed_shap_value,input_slice,sample_size,final_test_used,importance_share,rank
ao2_gradient_boosting_regressor,categorical__order_season_summer,0.0,0.0,development_inner_validation,5000,False,0.0,203
ao2_gradient_boosting_regressor,categorical__order_season_winter,0.0,0.0,development_inner_validation,5000,False,0.0,204
ao2_gradient_boosting_regressor,categorical__shipping_speed_tier_economy,0.0,0.0,development_inner_validation,5000,False,0.0,205
ao2_gradient_boosting_regressor,categorical__shipping_speed_tier_expedited,0.0,0.0,development_inner_validation,5000,False,0.0,206
ao2_gradient_boosting_regressor,categorical__shipping_mode_normalized_first_class,0.0,0.0,development_inner_validation,5000,False,0.0,207
ao2_gradient_boosting_regressor,categorical__shipping_mode_normalized_same_day,0.0,0.0,development_inner_validation,5000,False,0.0,208
ao2_gradient_boosting_regressor,categorical__shipping_mode_normalized_standard_class,0.0,0.0,development_inner_validation,5000,False,0.0,209
ao2_gradient_boosting_regressor,categorical__product_category_key_11_fitness_accessories,0.0,0.0,development_inner_validation,5000,False,0.0,210
ao2_gradient_boosting_regressor,categorical__product_category_key_13_electronics,0.0,0.0,development_inner_validation,5000,False,0.0,211
ao2_gradient_boosting_regressor,categorical__product_category_key_17_cleats,0.0,0.0,development_inner_validation,5000,False,0.0,212
ao2_gradient_boosting_regressor,categorical__product_category_key_18_men's_footwear,0.0,0.0,development_inner_validation,5000,False,0.0,213
ao2_gradient_boosting_regressor,categorical__product_category_key_26_girls'_apparel,0.0,0.0,development_inner_validation,5000,False,0.0,214
ao2_gradient_boosting_regressor,categorical__product_category_key_29_shop_by_sport,0.0,0.0,development_inner_validation,5000,False,0.0,215
ao2_gradient_boosting_regressor,categorical__product_category_key_32_golf_apparel,0.0,0.0,development_inner_validation,5000,False,0.0,216
ao2_gradient_boosting_regressor,categorical__product_category_key_35_golf_gloves,0.0,0.0,development_inner_validation,5000,False,0.0,217
ao2_gradient_boosting_regressor,categorical__product_category_key_36_golf_balls,0.0,0.0,development_inner_validation,5000,False,0.0,218
ao2_gradient_boosting_regressor,categorical__product_category_key_37_electronics,0.0,0.0,development_inner_validation,5000,False,0.0,219
ao2_gradient_boosting_regressor,categorical__product_category_key_3_baseball_&_softball,0.0,0.0,development_inner_validation,5000,False,0.0,220
ao2_gradient_boosting_regressor,categorical__product_category_key_40_accessories,0.0,0.0,development_inner_validation,5000,False,0.0,221
ao2_gradient_boosting_regressor,categorical__product_category_key_41_trade-in,0.0,0.0,development_inner_validation,5000,False,0.0,222
ao2_gradient_boosting_regressor,categorical__product_category_key_44_hunting_&_shooting,0.0,0.0,development_inner_validation,5000,False,0.0,223
ao2_gradient_boosting_regressor,categorical__product_category_key_5_lacrosse,0.0,0.0,development_inner_validation,5000,False,0.0,224
ao2_gradient_boosting_regressor,categorical__product_category_key_6_tennis_&_racquet,0.0,0.0,development_inner_validation,5000,False,0.0,225
ao2_gradient_boosting_regressor,categorical__product_category_key_7_hockey,0.0,0.0,development_inner_validation,5000,False,0.0,226
ao2_gradient_boosting_regressor,categorical__product_department_key_2_fitness,0.0,0.0,development_inner_validation,5000,False,0.0,227
ao2_gradient_boosting_regressor,categorical__product_department_key_5_golf,0.0,0.0,development_inner_validation,5000,False,0.0,228
ao2_gradient_boosting_regressor,categorical__product_department_key_6_outdoors,0.0,0.0,development_inner_validation,5000,False,0.0,229
ao2_gradient_boosting_regressor,categorical__customer_segment_normalized_corporate,0.0,0.0,development_inner_validation,5000,False,0.0,230
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_al,0.0,0.0,development_inner_validation,5000,False,0.0,231
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_ar,0.0,0.0,development_inner_validation,5000,False,0.0,232
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_ct,0.0,0.0,development_inner_validation,5000,False,0.0,233
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_hi,0.0,0.0,development_inner_validation,5000,False,0.0,234
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_ia,0.0,0.0,development_inner_validation,5000,False,0.0,235
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_id,0.0,0.0,development_inner_validation,5000,False,0.0,236
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_ks,0.0,0.0,development_inner_validation,5000,False,0.0,237
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_ma,0.0,0.0,development_inner_validation,5000,False,0.0,238
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_mi,0.0,0.0,development_inner_validation,5000,False,0.0,239
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_mo,0.0,0.0,development_inner_validation,5000,False,0.0,240
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_mt,0.0,0.0,development_inner_validation,5000,False,0.0,241
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_nc,0.0,0.0,development_inner_validation,5000,False,0.0,242
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_nd,0.0,0.0,development_inner_validation,5000,False,0.0,243
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_nj,0.0,0.0,development_inner_validation,5000,False,0.0,244
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_oh,0.0,0.0,development_inner_validation,5000,False,0.0,245
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_ok,0.0,0.0,development_inner_validation,5000,False,0.0,246
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_pa,0.0,0.0,development_inner_validation,5000,False,0.0,247
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_pr,0.0,0.0,development_inner_validation,5000,False,0.0,248
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_sc,0.0,0.0,development_inner_validation,5000,False,0.0,249
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_tn,0.0,0.0,development_inner_validation,5000,False,0.0,250
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_ut,0.0,0.0,development_inner_validation,5000,False,0.0,251
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_wi,0.0,0.0,development_inner_validation,5000,False,0.0,252
ao2_gradient_boosting_regressor,categorical__customer_state_normalized_wv,0.0,0.0,development_inner_validation,5000,False,0.0,253
ao2_gradient_boosting_regressor,categorical__market_normalized_europe,0.0,0.0,development_inner_validation,5000,False,0.0,254
ao2_gradient_boosting_regressor,categorical__market_normalized_latam,0.0,0.0,development_inner_validation,5000,False,0.0,255
ao2_gradient_boosting_regressor,categorical__market_normalized_usca,0.0,0.0,development_inner_validation,5000,False,0.0,256
ao2_gradient_boosting_regressor,categorical__order_country_normalized_afganistn,0.0,0.0,development_inner_validation,5000,False,0.0,257
ao2_gradient_boosting_regressor,categorical__order_country_normalized_albania,0.0,0.0,development_inner_validation,5000,False,0.0,258
ao2_gradient_boosting_regressor,categorical__order_country_normalized_angola,0.0,0.0,development_inner_validation,5000,False,0.0,259
ao2_gradient_boosting_regressor,categorical__order_country_normalized_arabia_saud,0.0,0.0,development_inner_validation,5000,False,0.0,260
ao2_gradient_boosting_regressor,categorical__order_country_normalized_argelia,0.0,0.0,development_inner_validation,5000,False,0.0,261
ao2_gradient_boosting_regressor,categorical__order_country_normalized_argentina,0.0,0.0,development_inner_validation,5000,False,0.0,262
ao2_gradient_boosting_regressor,categorical__order_country_normalized_armenia,0.0,0.0,development_inner_validation,5000,False,0.0,263
ao2_gradient_boosting_regressor,categorical__order_country_normalized_australia,0.0,0.0,development_inner_validation,5000,False,0.0,264
ao2_gradient_boosting_regressor,categorical__order_country_normalized_austria,0.0,0.0,development_inner_validation,5000,False,0.0,265
ao2_gradient_boosting_regressor,categorical__order_country_normalized_banglads,0.0,0.0,development_inner_validation,5000,False,0.0,266
ao2_gradient_boosting_regressor,categorical__order_country_normalized_barbados,0.0,0.0,development_inner_validation,5000,False,0.0,267
ao2_gradient_boosting_regressor,categorical__order_country_normalized_benn,0.0,0.0,development_inner_validation,5000,False,0.0,268
ao2_gradient_boosting_regressor,categorical__order_country_normalized_bielorrusia,0.0,0.0,development_inner_validation,5000,False,0.0,269
ao2_gradient_boosting_regressor,categorical__order_country_normalized_blgica,0.0,0.0,development_inner_validation,5000,False,0.0,270
ao2_gradient_boosting_regressor,categorical__order_country_normalized_bolivia,0.0,0.0,development_inner_validation,5000,False,0.0,271
ao2_gradient_boosting_regressor,categorical__order_country_normalized_bosnia_y_herzegovina,0.0,0.0,development_inner_validation,5000,False,0.0,272
ao2_gradient_boosting_regressor,categorical__order_country_normalized_botsuana,0.0,0.0,development_inner_validation,5000,False,0.0,273
ao2_gradient_boosting_regressor,categorical__order_country_normalized_brasil,0.0,0.0,development_inner_validation,5000,False,0.0,274
ao2_gradient_boosting_regressor,categorical__order_country_normalized_bulgaria,0.0,0.0,development_inner_validation,5000,False,0.0,275
ao2_gradient_boosting_regressor,categorical__order_country_normalized_burkina_faso,0.0,0.0,development_inner_validation,5000,False,0.0,276
ao2_gradient_boosting_regressor,categorical__order_country_normalized_butn,0.0,0.0,development_inner_validation,5000,False,0.0,277
ao2_gradient_boosting_regressor,categorical__order_country_normalized_camboya,0.0,0.0,development_inner_validation,5000,False,0.0,278
ao2_gradient_boosting_regressor,categorical__order_country_normalized_camern,0.0,0.0,development_inner_validation,5000,False,0.0,279
ao2_gradient_boosting_regressor,categorical__order_country_normalized_canada,0.0,0.0,development_inner_validation,5000,False,0.0,280
ao2_gradient_boosting_regressor,categorical__order_country_normalized_china,0.0,0.0,development_inner_validation,5000,False,0.0,281
ao2_gradient_boosting_regressor,categorical__order_country_normalized_chipre,0.0,0.0,development_inner_validation,5000,False,0.0,282
ao2_gradient_boosting_regressor,categorical__order_country_normalized_colombia,0.0,0.0,development_inner_validation,5000,False,0.0,283
ao2_gradient_boosting_regressor,categorical__order_country_normalized_corea_del_sur,0.0,0.0,development_inner_validation,5000,False,0.0,284
ao2_gradient_boosting_regressor,categorical__order_country_normalized_costa_de_marfil,0.0,0.0,development_inner_validation,5000,False,0.0,285
ao2_gradient_boosting_regressor,categorical__order_country_normalized_costa_rica,0.0,0.0,development_inner_validation,5000,False,0.0,286
ao2_gradient_boosting_regressor,categorical__order_country_normalized_croacia,0.0,0.0,development_inner_validation,5000,False,0.0,287
ao2_gradient_boosting_regressor,categorical__order_country_normalized_dinamarca,0.0,0.0,development_inner_validation,5000,False,0.0,288
ao2_gradient_boosting_regressor,categorical__order_country_normalized_ecuador,0.0,0.0,development_inner_validation,5000,False,0.0,289
ao2_gradient_boosting_regressor,categorical__order_country_normalized_egipto,0.0,0.0,development_inner_validation,5000,False,0.0,290
ao2_gradient_boosting_regressor,categorical__order_country_normalized_el_salvador,0.0,0.0,development_inner_validation,5000,False,0.0,291
ao2_gradient_boosting_regressor,categorical__order_country_normalized_emiratos_rabes_unidos,0.0,0.0,development_inner_validation,5000,False,0.0,292
ao2_gradient_boosting_regressor,categorical__order_country_normalized_eslovaquia,0.0,0.0,development_inner_validation,5000,False,0.0,293
ao2_gradient_boosting_regressor,categorical__order_country_normalized_eslovenia,0.0,0.0,development_inner_validation,5000,False,0.0,294
ao2_gradient_boosting_regressor,categorical__order_country_normalized_espaa,0.0,0.0,development_inner_validation,5000,False,0.0,295
ao2_gradient_boosting_regressor,categorical__order_country_normalized_estados_unidos,0.0,0.0,development_inner_validation,5000,False,0.0,296
ao2_gradient_boosting_regressor,categorical__order_country_normalized_estonia,0.0,0.0,development_inner_validation,5000,False,0.0,297
ao2_gradient_boosting_regressor,categorical__order_country_normalized_filipinas,0.0,0.0,development_inner_validation,5000,False,0.0,298
ao2_gradient_boosting_regressor,categorical__order_country_normalized_finlandia,0.0,0.0,development_inner_validation,5000,False,0.0,299
ao2_gradient_boosting_regressor,categorical__order_country_normalized_francia,0.0,0.0,development_inner_validation,5000,False,0.0,300
ao2_gradient_boosting_regressor,categorical__order_country_normalized_gabn,0.0,0.0,development_inner_validation,5000,False,0.0,301
ao2_gradient_boosting_regressor,categorical__order_country_normalized_georgia,0.0,0.0,development_inner_validation,5000,False,0.0,302
ao2_gradient_boosting_regressor,categorical__order_country_normalized_ghana,0.0,0.0,development_inner_validation,5000,False,0.0,303
ao2_gradient_boosting_regressor,categorical__order_country_normalized_grecia,0.0,0.0,development_inner_validation,5000,False,0.0,304
ao2_gradient_boosting_regressor,categorical__order_country_normalized_guadalupe,0.0,0.0,development_inner_validation,5000,False,0.0,305
ao2_gradient_boosting_regressor,categorical__order_country_normalized_guayana_francesa,0.0,0.0,development_inner_validation,5000,False,0.0,306
ao2_gradient_boosting_regressor,categorical__order_country_normalized_guinea,0.0,0.0,development_inner_validation,5000,False,0.0,307
ao2_gradient_boosting_regressor,categorical__order_country_normalized_guyana,0.0,0.0,development_inner_validation,5000,False,0.0,308
ao2_gradient_boosting_regressor,categorical__order_country_normalized_hait,0.0,0.0,development_inner_validation,5000,False,0.0,309
ao2_gradient_boosting_regressor,categorical__order_country_normalized_honduras,0.0,0.0,development_inner_validation,5000,False,0.0,310
ao2_gradient_boosting_regressor,categorical__order_country_normalized_hong_kong,0.0,0.0,development_inner_validation,5000,False,0.0,311
ao2_gradient_boosting_regressor,categorical__order_country_normalized_hungra,0.0,0.0,development_inner_validation,5000,False,0.0,312
ao2_gradient_boosting_regressor,categorical__order_country_normalized_india,0.0,0.0,development_inner_validation,5000,False,0.0,313
ao2_gradient_boosting_regressor,categorical__order_country_normalized_indonesia,0.0,0.0,development_inner_validation,5000,False,0.0,314
ao2_gradient_boosting_regressor,categorical__order_country_normalized_irn,0.0,0.0,development_inner_validation,5000,False,0.0,315
ao2_gradient_boosting_regressor,categorical__order_country_normalized_israel,0.0,0.0,development_inner_validation,5000,False,0.0,316
ao2_gradient_boosting_regressor,categorical__order_country_normalized_italia,0.0,0.0,development_inner_validation,5000,False,0.0,317
ao2_gradient_boosting_regressor,categorical__order_country_normalized_jamaica,0.0,0.0,development_inner_validation,5000,False,0.0,318
ao2_gradient_boosting_regressor,categorical__order_country_normalized_japn,0.0,0.0,development_inner_validation,5000,False,0.0,319
ao2_gradient_boosting_regressor,categorical__order_country_normalized_kazajistn,0.0,0.0,development_inner_validation,5000,False,0.0,320
ao2_gradient_boosting_regressor,categorical__order_country_normalized_kenia,0.0,0.0,development_inner_validation,5000,False,0.0,321
ao2_gradient_boosting_regressor,categorical__order_country_normalized_kirguistn,0.0,0.0,development_inner_validation,5000,False,0.0,322
ao2_gradient_boosting_regressor,categorical__order_country_normalized_kuwait,0.0,0.0,development_inner_validation,5000,False,0.0,323
ao2_gradient_boosting_regressor,categorical__order_country_normalized_laos,0.0,0.0,development_inner_validation,5000,False,0.0,324
ao2_gradient_boosting_regressor,categorical__order_country_normalized_lbano,0.0,0.0,development_inner_validation,5000,False,0.0,325
ao2_gradient_boosting_regressor,categorical__order_country_normalized_lesoto,0.0,0.0,development_inner_validation,5000,False,0.0,326
ao2_gradient_boosting_regressor,categorical__order_country_normalized_liberia,0.0,0.0,development_inner_validation,5000,False,0.0,327
ao2_gradient_boosting_regressor,categorical__order_country_normalized_libia,0.0,0.0,development_inner_validation,5000,False,0.0,328
ao2_gradient_boosting_regressor,categorical__order_country_normalized_lituania,0.0,0.0,development_inner_validation,5000,False,0.0,329
ao2_gradient_boosting_regressor,categorical__order_country_normalized_luxemburgo,0.0,0.0,development_inner_validation,5000,False,0.0,330
ao2_gradient_boosting_regressor,categorical__order_country_normalized_macedonia,0.0,0.0,development_inner_validation,5000,False,0.0,331
ao2_gradient_boosting_regressor,categorical__order_country_normalized_madagascar,0.0,0.0,development_inner_validation,5000,False,0.0,332
ao2_gradient_boosting_regressor,categorical__order_country_normalized_malasia,0.0,0.0,development_inner_validation,5000,False,0.0,333
ao2_gradient_boosting_regressor,categorical__order_country_normalized_marruecos,0.0,0.0,development_inner_validation,5000,False,0.0,334
ao2_gradient_boosting_regressor,categorical__order_country_normalized_martinica,0.0,0.0,development_inner_validation,5000,False,0.0,335
ao2_gradient_boosting_regressor,categorical__order_country_normalized_mauritania,0.0,0.0,development_inner_validation,5000,False,0.0,336
ao2_gradient_boosting_regressor,categorical__order_country_normalized_moldavia,0.0,0.0,development_inner_validation,5000,False,0.0,337
ao2_gradient_boosting_regressor,categorical__order_country_normalized_mongolia,0.0,0.0,development_inner_validation,5000,False,0.0,338
ao2_gradient_boosting_regressor,categorical__order_country_normalized_montenegro,0.0,0.0,development_inner_validation,5000,False,0.0,339
ao2_gradient_boosting_regressor,categorical__order_country_normalized_mozambique,0.0,0.0,development_inner_validation,5000,False,0.0,340
ao2_gradient_boosting_regressor,categorical__order_country_normalized_mxico,0.0,0.0,development_inner_validation,5000,False,0.0,341
ao2_gradient_boosting_regressor,categorical__order_country_normalized_myanmar_birmania,0.0,0.0,development_inner_validation,5000,False,0.0,342
ao2_gradient_boosting_regressor,categorical__order_country_normalized_namibia,0.0,0.0,development_inner_validation,5000,False,0.0,343
ao2_gradient_boosting_regressor,categorical__order_country_normalized_nepal,0.0,0.0,development_inner_validation,5000,False,0.0,344
ao2_gradient_boosting_regressor,categorical__order_country_normalized_nger,0.0,0.0,development_inner_validation,5000,False,0.0,345
ao2_gradient_boosting_regressor,categorical__order_country_normalized_nicaragua,0.0,0.0,development_inner_validation,5000,False,0.0,346
ao2_gradient_boosting_regressor,categorical__order_country_normalized_noruega,0.0,0.0,development_inner_validation,5000,False,0.0,347
ao2_gradient_boosting_regressor,categorical__order_country_normalized_omn,0.0,0.0,development_inner_validation,5000,False,0.0,348
ao2_gradient_boosting_regressor,categorical__order_country_normalized_pakistn,0.0,0.0,development_inner_validation,5000,False,0.0,349
ao2_gradient_boosting_regressor,categorical__order_country_normalized_panam,0.0,0.0,development_inner_validation,5000,False,0.0,350
ao2_gradient_boosting_regressor,categorical__order_country_normalized_papa_nueva_guinea,0.0,0.0,development_inner_validation,5000,False,0.0,351
ao2_gradient_boosting_regressor,categorical__order_country_normalized_pases_bajos,0.0,0.0,development_inner_validation,5000,False,0.0,352
ao2_gradient_boosting_regressor,categorical__order_country_normalized_per,0.0,0.0,development_inner_validation,5000,False,0.0,353
ao2_gradient_boosting_regressor,categorical__order_country_normalized_polonia,0.0,0.0,development_inner_validation,5000,False,0.0,354
ao2_gradient_boosting_regressor,categorical__order_country_normalized_portugal,0.0,0.0,development_inner_validation,5000,False,0.0,355
ao2_gradient_boosting_regressor,categorical__order_country_normalized_qatar,0.0,0.0,development_inner_validation,5000,False,0.0,356
ao2_gradient_boosting_regressor,categorical__order_country_normalized_reino_unido,0.0,0.0,development_inner_validation,5000,False,0.0,357
ao2_gradient_boosting_regressor,categorical__order_country_normalized_repblica_centroafricana,0.0,0.0,development_inner_validation,5000,False,0.0,358
ao2_gradient_boosting_regressor,categorical__order_country_normalized_repblica_checa,0.0,0.0,development_inner_validation,5000,False,0.0,359
ao2_gradient_boosting_regressor,categorical__order_country_normalized_repblica_de_gambia,0.0,0.0,development_inner_validation,5000,False,0.0,360
ao2_gradient_boosting_regressor,categorical__order_country_normalized_repblica_del_congo,0.0,0.0,development_inner_validation,5000,False,0.0,361
ao2_gradient_boosting_regressor,categorical__order_country_normalized_repblica_democrtica_del_congo,0.0,0.0,development_inner_validation,5000,False,0.0,362
ao2_gradient_boosting_regressor,categorical__order_country_normalized_repblica_dominicana,0.0,0.0,development_inner_validation,5000,False,0.0,363
ao2_gradient_boosting_regressor,categorical__order_country_normalized_ruanda,0.0,0.0,development_inner_validation,5000,False,0.0,364
ao2_gradient_boosting_regressor,categorical__order_country_normalized_rumania,0.0,0.0,development_inner_validation,5000,False,0.0,365
ao2_gradient_boosting_regressor,categorical__order_country_normalized_rusia,0.0,0.0,development_inner_validation,5000,False,0.0,366
ao2_gradient_boosting_regressor,categorical__order_country_normalized_senegal,0.0,0.0,development_inner_validation,5000,False,0.0,367
ao2_gradient_boosting_regressor,categorical__order_country_normalized_shara_occidental,0.0,0.0,development_inner_validation,5000,False,0.0,368
ao2_gradient_boosting_regressor,categorical__order_country_normalized_sierra_leona,0.0,0.0,development_inner_validation,5000,False,0.0,369
ao2_gradient_boosting_regressor,categorical__order_country_normalized_singapur,0.0,0.0,development_inner_validation,5000,False,0.0,370
ao2_gradient_boosting_regressor,categorical__order_country_normalized_siria,0.0,0.0,development_inner_validation,5000,False,0.0,371
ao2_gradient_boosting_regressor,categorical__order_country_normalized_somalia,0.0,0.0,development_inner_validation,5000,False,0.0,372
ao2_gradient_boosting_regressor,categorical__order_country_normalized_sri_lanka,0.0,0.0,development_inner_validation,5000,False,0.0,373
ao2_gradient_boosting_regressor,categorical__order_country_normalized_suazilandia,0.0,0.0,development_inner_validation,5000,False,0.0,374
ao2_gradient_boosting_regressor,categorical__order_country_normalized_sudafrica,0.0,0.0,development_inner_validation,5000,False,0.0,375
ao2_gradient_boosting_regressor,categorical__order_country_normalized_sudn,0.0,0.0,development_inner_validation,5000,False,0.0,376
ao2_gradient_boosting_regressor,categorical__order_country_normalized_sudn_del_sur,0.0,0.0,development_inner_validation,5000,False,0.0,377
ao2_gradient_boosting_regressor,categorical__order_country_normalized_suecia,0.0,0.0,development_inner_validation,5000,False,0.0,378
ao2_gradient_boosting_regressor,categorical__order_country_normalized_suiza,0.0,0.0,development_inner_validation,5000,False,0.0,379
ao2_gradient_boosting_regressor,categorical__order_country_normalized_surinam,0.0,0.0,development_inner_validation,5000,False,0.0,380
ao2_gradient_boosting_regressor,categorical__order_country_normalized_tailandia,0.0,0.0,development_inner_validation,5000,False,0.0,381
ao2_gradient_boosting_regressor,categorical__order_country_normalized_tanzania,0.0,0.0,development_inner_validation,5000,False,0.0,382
ao2_gradient_boosting_regressor,categorical__order_country_normalized_tayikistn,0.0,0.0,development_inner_validation,5000,False,0.0,383
ao2_gradient_boosting_regressor,categorical__order_country_normalized_tnez,0.0,0.0,development_inner_validation,5000,False,0.0,384
ao2_gradient_boosting_regressor,categorical__order_country_normalized_togo,0.0,0.0,development_inner_validation,5000,False,0.0,385
ao2_gradient_boosting_regressor,categorical__order_country_normalized_trinidad_y_tobago,0.0,0.0,development_inner_validation,5000,False,0.0,386
ao2_gradient_boosting_regressor,categorical__order_country_normalized_turkmenistn,0.0,0.0,development_inner_validation,5000,False,0.0,387
ao2_gradient_boosting_regressor,categorical__order_country_normalized_turqua,0.0,0.0,development_inner_validation,5000,False,0.0,388
ao2_gradient_boosting_regressor,categorical__order_country_normalized_ucrania,0.0,0.0,development_inner_validation,5000,False,0.0,389
ao2_gradient_boosting_regressor,categorical__order_country_normalized_uganda,0.0,0.0,development_inner_validation,5000,False,0.0,390
ao2_gradient_boosting_regressor,categorical__order_country_normalized_uruguay,0.0,0.0,development_inner_validation,5000,False,0.0,391
ao2_gradient_boosting_regressor,categorical__order_country_normalized_uzbekistn,0.0,0.0,development_inner_validation,5000,False,0.0,392
ao2_gradient_boosting_regressor,categorical__order_country_normalized_vietnam,0.0,0.0,development_inner_validation,5000,False,0.0,393
ao2_gradient_boosting_regressor,categorical__order_country_normalized_yemen,0.0,0.0,development_inner_validation,5000,False,0.0,394
ao2_gradient_boosting_regressor,categorical__order_country_normalized_yibuti,0.0,0.0,development_inner_validation,5000,False,0.0,395
ao2_gradient_boosting_regressor,categorical__order_country_normalized_zambia,0.0,0.0,development_inner_validation,5000,False,0.0,396
ao2_gradient_boosting_regressor,categorical__order_country_normalized_zimbabue,0.0,0.0,development_inner_validation,5000,False,0.0,397
ao2_gradient_boosting_regressor,categorical__order_region_normalized_canada,0.0,0.0,development_inner_validation,5000,False,0.0,398
ao2_gradient_boosting_regressor,categorical__order_region_normalized_caribbean,0.0,0.0,development_inner_validation,5000,False,0.0,399
ao2_gradient_boosting_regressor,categorical__order_region_normalized_central_africa,0.0,0.0,development_inner_validation,5000,False,0.0,400
ao2_gradient_boosting_regressor,categorical__order_region_normalized_central_america,0.0,0.0,development_inner_validation,5000,False,0.0,401
ao2_gradient_boosting_regressor,categorical__order_region_normalized_central_asia,0.0,0.0,development_inner_validation,5000,False,0.0,402
ao2_gradient_boosting_regressor,categorical__order_region_normalized_east_africa,0.0,0.0,development_inner_validation,5000,False,0.0,403
ao2_gradient_boosting_regressor,categorical__order_region_normalized_east_of_usa,0.0,0.0,development_inner_validation,5000,False,0.0,404
ao2_gradient_boosting_regressor,categorical__order_region_normalized_eastern_asia,0.0,0.0,development_inner_validation,5000,False,0.0,405
ao2_gradient_boosting_regressor,categorical__order_region_normalized_eastern_europe,0.0,0.0,development_inner_validation,5000,False,0.0,406
ao2_gradient_boosting_regressor,categorical__order_region_normalized_north_africa,0.0,0.0,development_inner_validation,5000,False,0.0,407
ao2_gradient_boosting_regressor,categorical__order_region_normalized_northern_europe,0.0,0.0,development_inner_validation,5000,False,0.0,408
ao2_gradient_boosting_regressor,categorical__order_region_normalized_oceania,0.0,0.0,development_inner_validation,5000,False,0.0,409
ao2_gradient_boosting_regressor,categorical__order_region_normalized_south_america,0.0,0.0,development_inner_validation,5000,False,0.0,410
ao2_gradient_boosting_regressor,categorical__order_region_normalized_south_asia,0.0,0.0,development_inner_validation,5000,False,0.0,411
ao2_gradient_boosting_regressor,categorical__order_region_normalized_south_of_usa,0.0,0.0,development_inner_validation,5000,False,0.0,412
ao2_gradient_boosting_regressor,categorical__order_region_normalized_southeast_asia,0.0,0.0,development_inner_validation,5000,False,0.0,413
ao2_gradient_boosting_regressor,categorical__order_region_normalized_southern_africa,0.0,0.0,development_inner_validation,5000,False,0.0,414
ao2_gradient_boosting_regressor,categorical__order_region_normalized_us_center,0.0,0.0,development_inner_validation,5000,False,0.0,415
ao2_gradient_boosting_regressor,categorical__order_region_normalized_west_asia,0.0,0.0,development_inner_validation,5000,False,0.0,416
ao2_gradient_boosting_regressor,categorical__order_region_normalized_west_of_usa,0.0,0.0,development_inner_validation,5000,False,0.0,417
ao2_gradient_boosting_regressor,categorical__order_region_normalized_western_europe,0.0,0.0,development_inner_validation,5000,False,0.0,418
ao2_gradient_boosting_regressor,categorical__order_state_normalized_abia,0.0,0.0,development_inner_validation,5000,False,0.0,419
ao2_gradient_boosting_regressor,categorical__order_state_normalized_abruzos,0.0,0.0,development_inner_validation,5000,False,0.0,420
ao2_gradient_boosting_regressor,categorical__order_state_normalized_aceh,0.0,0.0,development_inner_validation,5000,False,0.0,421
ao2_gradient_boosting_regressor,categorical__order_state_normalized_acre,0.0,0.0,development_inner_validation,5000,False,0.0,422
ao2_gradient_boosting_regressor,categorical__order_state_normalized_adamaoua,0.0,0.0,development_inner_validation,5000,False,0.0,423
ao2_gradient_boosting_regressor,categorical__order_state_normalized_adana,0.0,0.0,development_inner_validation,5000,False,0.0,424
ao2_gradient_boosting_regressor,categorical__order_state_normalized_adiyaman,0.0,0.0,development_inner_validation,5000,False,0.0,425
ao2_gradient_boosting_regressor,categorical__order_state_normalized_afyonkarahisar,0.0,0.0,development_inner_validation,5000,False,0.0,426
ao2_gradient_boosting_regressor,categorical__order_state_normalized_aichi,0.0,0.0,development_inner_validation,5000,False,0.0,427
ao2_gradient_boosting_regressor,categorical__order_state_normalized_ajmn,0.0,0.0,development_inner_validation,5000,False,0.0,428
ao2_gradient_boosting_regressor,categorical__order_state_normalized_akmola,0.0,0.0,development_inner_validation,5000,False,0.0,429
ao2_gradient_boosting_regressor,categorical__order_state_normalized_aksaray,0.0,0.0,development_inner_validation,5000,False,0.0,430
ao2_gradient_boosting_regressor,categorical__order_state_normalized_akwa_ibom,0.0,0.0,development_inner_validation,5000,False,0.0,431
ao2_gradient_boosting_regressor,categorical__order_state_normalized_al_asimah,0.0,0.0,development_inner_validation,5000,False,0.0,432
ao2_gradient_boosting_regressor,categorical__order_state_normalized_al_bahr_al_ahmar,0.0,0.0,development_inner_validation,5000,False,0.0,433
ao2_gradient_boosting_regressor,categorical__order_state_normalized_al_buhayrah,0.0,0.0,development_inner_validation,5000,False,0.0,434
