model_name,candidate_name,validation_rows,residual_mean,residual_standard_deviation,residual_median,residual_min,residual_max,residual_p10,residual_p25,residual_p50,residual_p75,residual_p90,absolute_error_p50,absolute_error_p75,absolute_error_p90,wrong_profit_sign_share
ao2_gradient_boosting_regressor,conservative_baseline,28883,0.962736252259876,95.61711855134284,15.384748239999999,-1122.6160240000002,221.7181814,-70.23911104599999,-7.400901267,15.384748239999999,42.472724154999995,72.19985079999998,31.395399169999997,61.587747645,110.37245351999998,0.19741716580687602
ao2_ridge_baseline,fixed_alpha_1_0,28883,0.6453064001768685,96.82714941792335,15.66525879038511,-1124.2730483155406,258.5917344024185,-71.22436168222713,-11.289117502112273,15.66525879038511,43.25372196858335,73.89603780872586,32.55914083289696,62.855247588770936,112.92034408442468,0.2536093896063428
